activity_id,customer_id,activity_date,activity_type,sales_rep,duration_minutes,outcome,next_steps
ACT_CUST_0329_2,CUST_0329,2022-02-07,Closing Call,rep_17,110,Positive,Technical review
ACT_CUST_0329_3,CUST_0329,2022-02-01,Contract Review,rep_17,36,Positive,Budget approval
ACT_CUST_0329_4,CUST_0329,2021-12-25,Demo,rep_17,41,Positive,Technical review
ACT_CUST_0329_5,CUST_0329,2022-01-10,Demo,rep_17,92,Negative,Budget approval
ACT_CUST_0329_6,CUST_0329,2022-01-18,Follow-up Call,rep_17,62,Positive,Budget approval
ACT_CUST_0329_7,CUST_0329,2022-01-01,Demo,rep_17,42,Positive,Final approval
ACT_CUST_0329_8,CUST_0329,2021-12-27,Contract Review,rep_17,90,Neutral,Final approval
ACT_CUST_0329_9,CUST_0329,2021-12-26,Closing Call,rep_17,116,Positive,Send proposal
ACT_CUST_0330_1,CUST_0330,2022-04-12,Follow-up Call,rep_8,77,Positive,Final approval
ACT_CUST_0330_2,CUST_0330,2022-04-13,Follow-up Call,rep_8,41,Positive,Budget approval
ACT_CUST_0330_3,CUST_0330,2022-03-24,Proposal Sent,rep_8,33,Neutral,Schedule demo
ACT_CUST_0331_1,CUST_0331,2022-08-17,Contract Review,rep_2,64,Neutral,Budget approval
ACT_CUST_0331_2,CUST_0331,2022-08-03,Negotiation,rep_2,52,Positive,Contract terms
ACT_CUST_0331_3,CUST_0331,2022-08-26,Contract Review,rep_2,20,Negative,Budget approval
ACT_CUST_0331_4,CUST_0331,2022-08-03,Follow-up Call,rep_2,57,Positive,Contract terms
ACT_CUST_0331_5,CUST_0331,2022-08-08,Demo,rep_2,27,Positive,Final approval
ACT_CUST_0331_6,CUST_0331,2022-08-27,Follow-up Call,rep_2,22,Positive,Send proposal
ACT_CUST_0331_7,CUST_0331,2022-08-30,Negotiation,rep_2,62,Positive,Budget approval
ACT_CUST_0331_8,CUST_0331,2022-08-16,Negotiation,rep_2,73,Positive,Technical review
ACT_CUST_0332_1,CUST_0332,2023-01-05,Negotiation,rep_2,89,Positive,Budget approval
ACT_CUST_0332_2,CUST_0332,2023-01-03,Contract Review,rep_2,70,Neutral,Schedule demo
ACT_CUST_0332_3,CUST_0332,2022-12-30,Negotiation,rep_2,108,Neutral,Contract terms
ACT_CUST_0332_4,CUST_0332,2022-12-01,Proposal Sent,rep_2,120,Positive,Final approval
ACT_CUST_0332_5,CUST_0332,2023-01-01,Contract Review,rep_2,108,Neutral,Technical review
ACT_CUST_0332_6,CUST_0332,2022-12-04,Proposal Sent,rep_2,112,Negative,Schedule demo
ACT_CUST_0332_7,CUST_0332,2022-12-27,Contract Review,rep_2,50,Positive,Schedule demo
ACT_CUST_0332_8,CUST_0332,2022-11-30,Follow-up Call,rep_2,16,Negative,Send proposal
ACT_CUST_0333_1,CUST_0333,2022-02-08,Proposal Sent,rep_7,69,Positive,Technical review
ACT_CUST_0333_2,CUST_0333,2022-01-19,Demo,rep_7,23,Positive,Schedule demo
ACT_CUST_0333_3,CUST_0333,2022-01-24,Closing Call,rep_7,76,Neutral,Send proposal
ACT_CUST_0333_4,CUST_0333,2022-02-13,Proposal Sent,rep_7,101,Positive,Schedule demo
ACT_CUST_0333_5,CUST_0333,2022-02-12,Follow-up Call,rep_7,93,Neutral,Technical review
ACT_CUST_0333_6,CUST_0333,2022-02-13,Follow-up Call,rep_7,88,Positive,Final approval
ACT_CUST_0333_7,CUST_0333,2022-01-31,Closing Call,rep_7,100,Positive,Send proposal
ACT_CUST_0333_8,CUST_0333,2022-02-18,Closing Call,rep_7,50,Neutral,Send proposal
ACT_CUST_0333_9,CUST_0333,2022-01-20,Demo,rep_7,70,Positive,Technical review
ACT_CUST_0333_10,CUST_0333,2022-02-17,Follow-up Call,rep_7,78,Negative,Budget approval
ACT_CUST_0333_11,CUST_0333,2022-01-03,Negotiation,rep_7,53,Neutral,Technical review
ACT_CUST_0333_12,CUST_0333,2022-01-09,Proposal Sent,rep_7,86,Positive,Send proposal
ACT_CUST_0334_1,CUST_0334,2023-07-05,Demo,rep_15,104,Positive,Technical review
ACT_CUST_0334_2,CUST_0334,2023-07-31,Closing Call,rep_15,66,Positive,Technical review
ACT_CUST_0334_3,CUST_0334,2023-07-20,Demo,rep_15,46,Positive,Budget approval
ACT_CUST_0334_4,CUST_0334,2023-08-24,Demo,rep_15,114,Positive,Schedule demo
ACT_CUST_0334_5,CUST_0334,2023-08-02,Contract Review,rep_15,119,Positive,Budget approval
ACT_CUST_0334_6,CUST_0334,2023-08-05,Demo,rep_15,57,Negative,Schedule demo
ACT_CUST_0335_1,CUST_0335,2022-11-06,Contract Review,rep_16,90,Positive,Budget approval
ACT_CUST_0335_2,CUST_0335,2022-10-12,Follow-up Call,rep_16,46,Neutral,Send proposal
ACT_CUST_0335_3,CUST_0335,2022-10-22,Proposal Sent,rep_16,91,Positive,Budget approval
ACT_CUST_0335_4,CUST_0335,2022-09-28,Demo,rep_16,25,Positive,Final approval
ACT_CUST_0335_5,CUST_0335,2022-09-20,Proposal Sent,rep_16,84,Positive,Schedule demo
ACT_CUST_0335_6,CUST_0335,2022-10-04,Demo,rep_16,15,Positive,Schedule demo
ACT_CUST_0336_1,CUST_0336,2022-10-25,Closing Call,rep_12,120,Neutral,Final approval
ACT_CUST_0336_2,CUST_0336,2022-10-20,Demo,rep_12,20,Positive,Technical review
ACT_CUST_0336_3,CUST_0336,2022-10-09,Demo,rep_12,19,Negative,Schedule demo
ACT_CUST_0336_4,CUST_0336,2022-09-24,Negotiation,rep_12,15,Neutral,Send proposal
ACT_CUST_0336_5,CUST_0336,2022-10-01,Contract Review,rep_12,120,Negative,Schedule demo
ACT_CUST_0336_6,CUST_0336,2022-10-05,Negotiation,rep_12,52,Neutral,Contract terms
ACT_CUST_0336_7,CUST_0336,2022-09-26,Negotiation,rep_12,51,Positive,Budget approval
ACT_CUST_0337_1,CUST_0337,2023-08-02,Closing Call,rep_6,80,Positive,Contract terms
ACT_CUST_0337_2,CUST_0337,2023-06-22,Closing Call,rep_6,51,Positive,Technical review
ACT_CUST_0337_3,CUST_0337,2023-08-04,Proposal Sent,rep_6,103,Positive,Budget approval
ACT_CUST_0337_4,CUST_0337,2023-07-05,Negotiation,rep_6,54,Positive,Final approval
ACT_CUST_0337_5,CUST_0337,2023-07-09,Contract Review,rep_6,118,Negative,Technical review
ACT_CUST_0337_6,CUST_0337,2023-08-04,Follow-up Call,rep_6,41,Positive,Send proposal
ACT_CUST_0337_7,CUST_0337,2023-06-16,Demo,rep_6,25,Positive,Schedule demo
ACT_CUST_0338_1,CUST_0338,2022-12-03,Proposal Sent,rep_15,107,Positive,Technical review
ACT_CUST_0338_2,CUST_0338,2022-12-30,Follow-up Call,rep_15,89,Positive,Budget approval
ACT_CUST_0338_3,CUST_0338,2022-12-18,Contract Review,rep_15,30,Negative,Final approval
ACT_CUST_0338_4,CUST_0338,2022-12-29,Negotiation,rep_15,108,Positive,Final approval
ACT_CUST_0339_1,CUST_0339,2022-04-29,Proposal Sent,rep_2,65,Positive,Schedule demo
ACT_CUST_0339_2,CUST_0339,2022-04-14,Demo,rep_2,117,Positive,Send proposal
ACT_CUST_0339_3,CUST_0339,2022-05-21,Contract Review,rep_2,74,Neutral,Budget approval
ACT_CUST_0339_4,CUST_0339,2022-05-20,Closing Call,rep_2,56,Positive,Technical review
ACT_CUST_0339_5,CUST_0339,2022-05-18,Closing Call,rep_2,69,Neutral,Contract terms
ACT_CUST_0339_6,CUST_0339,2022-05-24,Closing Call,rep_2,38,Positive,Send proposal
ACT_CUST_0339_7,CUST_0339,2022-04-24,Contract Review,rep_2,26,Positive,Technical review
ACT_CUST_0339_8,CUST_0339,2022-04-19,Demo,rep_2,32,Positive,Contract terms
ACT_CUST_0339_9,CUST_0339,2022-05-06,Follow-up Call,rep_2,40,Neutral,Budget approval
ACT_CUST_0339_10,CUST_0339,2022-04-13,Demo,rep_2,95,Positive,Technical review
ACT_CUST_0340_1,CUST_0340,2023-06-14,Demo,rep_12,28,Positive,Contract terms
ACT_CUST_0340_2,CUST_0340,2023-06-01,Proposal Sent,rep_12,33,Positive,Final approval
ACT_CUST_0340_3,CUST_0340,2023-07-23,Closing Call,rep_12,79,Positive,Budget approval
ACT_CUST_0340_4,CUST_0340,2023-07-03,Negotiation,rep_12,93,Negative,Send proposal
ACT_CUST_0340_5,CUST_0340,2023-06-24,Closing Call,rep_12,117,Positive,Final approval
ACT_CUST_0340_6,CUST_0340,2023-07-09,Negotiation,rep_12,52,Positive,Budget approval
ACT_CUST_0340_7,CUST_0340,2023-05-17,Follow-up Call,rep_12,57,Positive,Contract terms
ACT_CUST_0340_8,CUST_0340,2023-07-12,Demo,rep_12,75,Neutral,Budget approval
ACT_CUST_0340_9,CUST_0340,2023-06-27,Negotiation,rep_12,88,Positive,Technical review
ACT_CUST_0340_10,CUST_0340,2023-07-09,Proposal Sent,rep_12,72,Positive,Final approval
ACT_CUST_0340_11,CUST_0340,2023-05-16,Proposal Sent,rep_12,100,Negative,Technical review
ACT_CUST_0340_12,CUST_0340,2023-06-20,Follow-up Call,rep_12,15,Positive,Schedule demo
ACT_CUST_0341_1,CUST_0341,2022-03-13,Demo,rep_8,70,Positive,Schedule demo
ACT_CUST_0341_2,CUST_0341,2022-04-01,Follow-up Call,rep_8,83,Neutral,Contract terms
ACT_CUST_0341_3,CUST_0341,2022-03-14,Demo,rep_8,79,Neutral,Final approval
ACT_CUST_0341_4,CUST_0341,2022-04-01,Closing Call,rep_8,115,Positive,Contract terms
ACT_CUST_0341_5,CUST_0341,2022-03-26,Demo,rep_8,78,Negative,Send proposal
ACT_CUST_0341_6,CUST_0341,2022-03-19,Closing Call,rep_8,85,Positive,Schedule demo
ACT_CUST_0341_7,CUST_0341,2022-04-04,Proposal Sent,rep_8,64,Positive,Technical review
ACT_CUST_0341_8,CUST_0341,2022-03-02,Negotiation,rep_8,98,Positive,Final approval
ACT_CUST_0341_9,CUST_0341,2022-03-14,Demo,rep_8,57,Neutral,Budget approval
ACT_CUST_0341_10,CUST_0341,2022-02-23,Demo,rep_8,31,Negative,Final approval
ACT_CUST_0342_1,CUST_0342,2023-08-20,Follow-up Call,rep_10,68,Positive,Budget approval
ACT_CUST_0342_2,CUST_0342,2023-07-28,Closing Call,rep_10,35,Positive,Technical review
ACT_CUST_0342_3,CUST_0342,2023-08-03,Negotiation,rep_10,103,Positive,Schedule demo
ACT_CUST_0342_4,CUST_0342,2023-07-22,Proposal Sent,rep_10,30,Neutral,Schedule demo
ACT_CUST_0342_5,CUST_0342,2023-07-30,Demo,rep_10,114,Neutral,Technical review
ACT_CUST_0343_1,CUST_0343,2022-05-25,Demo,rep_15,79,Neutral,Contract terms
ACT_CUST_0343_2,CUST_0343,2022-05-31,Negotiation,rep_15,30,Positive,Contract terms
ACT_CUST_0343_3,CUST_0343,2022-05-22,Demo,rep_15,60,Neutral,Technical review
ACT_CUST_0343_4,CUST_0343,2022-05-17,Contract Review,rep_15,118,Positive,Technical review
ACT_CUST_0344_1,CUST_0344,2022-03-02,Demo,rep_20,23,Positive,Technical review
ACT_CUST_0344_2,CUST_0344,2022-01-02,Negotiation,rep_20,119,Neutral,Send proposal
ACT_CUST_0344_3,CUST_0344,2022-02-02,Closing Call,rep_20,59,Positive,Budget approval
ACT_CUST_0345_1,CUST_0345,2023-09-06,Negotiation,rep_4,114,Neutral,Send proposal
ACT_CUST_0345_2,CUST_0345,2023-07-06,Proposal Sent,rep_4,94,Neutral,Contract terms
ACT_CUST_0345_3,CUST_0345,2023-08-31,Closing Call,rep_4,23,Negative,Final approval
ACT_CUST_0345_4,CUST_0345,2023-07-12,Closing Call,rep_4,114,Positive,Budget approval
ACT_CUST_0345_5,CUST_0345,2023-07-27,Follow-up Call,rep_4,97,Positive,Schedule demo
ACT_CUST_0345_6,CUST_0345,2023-06-23,Contract Review,rep_4,39,Positive,Technical review
ACT_CUST_0345_7,CUST_0345,2023-06-21,Closing Call,rep_4,62,Neutral,Budget approval
ACT_CUST_0345_8,CUST_0345,2023-08-31,Demo,rep_4,55,Neutral,Schedule demo
ACT_CUST_0345_9,CUST_0345,2023-07-03,Demo,rep_4,91,Positive,Schedule demo
ACT_CUST_0346_1,CUST_0346,2023-01-04,Negotiation,rep_16,85,Neutral,Technical review
ACT_CUST_0346_2,CUST_0346,2022-11-29,Negotiation,rep_16,118,Positive,Final approval
ACT_CUST_0346_3,CUST_0346,2022-12-18,Proposal Sent,rep_16,54,Positive,Budget approval
ACT_CUST_0346_4,CUST_0346,2022-12-16,Demo,rep_16,28,Positive,Technical review
ACT_CUST_0346_5,CUST_0346,2023-01-21,Proposal Sent,rep_16,104,Positive,Budget approval
ACT_CUST_0347_1,CUST_0347,2022-04-08,Demo,rep_11,82,Positive,Budget approval
ACT_CUST_0347_2,CUST_0347,2022-04-02,Closing Call,rep_11,53,Positive,Schedule demo
ACT_CUST_0347_3,CUST_0347,2022-04-01,Follow-up Call,rep_11,38,Neutral,Send proposal
ACT_CUST_0347_4,CUST_0347,2022-04-13,Negotiation,rep_11,91,Neutral,Technical review
ACT_CUST_0347_5,CUST_0347,2022-03-24,Demo,rep_11,48,Neutral,Technical review
ACT_CUST_0347_6,CUST_0347,2022-03-25,Proposal Sent,rep_11,88,Positive,Schedule demo
ACT_CUST_0347_7,CUST_0347,2022-03-30,Demo,rep_11,50,Positive,Contract terms
ACT_CUST_0348_1,CUST_0348,2022-05-14,Negotiation,rep_3,88,Neutral,Contract terms
ACT_CUST_0348_2,CUST_0348,2022-04-03,Negotiation,rep_3,99,Positive,Budget approval
ACT_CUST_0348_3,CUST_0348,2022-05-18,Demo,rep_3,54,Negative,Budget approval
ACT_CUST_0348_4,CUST_0348,2022-03-15,Closing Call,rep_3,57,Positive,Schedule demo
ACT_CUST_0348_5,CUST_0348,2022-03-19,Demo,rep_3,27,Negative,Contract terms
ACT_CUST_0348_6,CUST_0348,2022-03-06,Demo,rep_3,76,Positive,Technical review
ACT_CUST_0348_7,CUST_0348,2022-04-14,Negotiation,rep_3,28,Positive,Contract terms
ACT_CUST_0348_8,CUST_0348,2022-04-29,Proposal Sent,rep_3,25,Positive,Send proposal
ACT_CUST_0348_9,CUST_0348,2022-05-07,Negotiation,rep_3,104,Neutral,Final approval
ACT_CUST_0348_10,CUST_0348,2022-03-07,Contract Review,rep_3,42,Neutral,Send proposal
ACT_CUST_0348_11,CUST_0348,2022-03-22,Closing Call,rep_3,120,Neutral,Contract terms
ACT_CUST_0349_1,CUST_0349,2022-03-08,Negotiation,rep_1,49,Positive,Final approval
ACT_CUST_0349_2,CUST_0349,2022-03-12,Proposal Sent,rep_1,78,Positive,Schedule demo
ACT_CUST_0349_3,CUST_0349,2022-02-23,Proposal Sent,rep_1,93,Neutral,Send proposal
ACT_CUST_0349_4,CUST_0349,2022-03-15,Negotiation,rep_1,52,Positive,Budget approval
ACT_CUST_0349_5,CUST_0349,2022-03-03,Contract Review,rep_1,89,Positive,Send proposal
ACT_CUST_0349_6,CUST_0349,2022-03-04,Demo,rep_1,105,Positive,Final approval
ACT_CUST_0349_7,CUST_0349,2022-03-04,Contract Review,rep_1,15,Negative,Budget approval
ACT_CUST_0349_8,CUST_0349,2022-03-03,Proposal Sent,rep_1,110,Positive,Send proposal
ACT_CUST_0349_9,CUST_0349,2022-03-02,Proposal Sent,rep_1,119,Neutral,Schedule demo
ACT_CUST_0350_1,CUST_0350,2023-01-14,Demo,rep_5,44,Negative,Final approval
ACT_CUST_0350_2,CUST_0350,2022-11-10,Closing Call,rep_5,24,Neutral,Send proposal
ACT_CUST_0350_3,CUST_0350,2022-11-27,Follow-up Call,rep_5,29,Positive,Final approval
ACT_CUST_0350_4,CUST_0350,2022-11-26,Closing Call,rep_5,29,Neutral,Schedule demo
ACT_CUST_0350_5,CUST_0350,2022-12-16,Demo,rep_5,58,Positive,Send proposal
ACT_CUST_0350_6,CUST_0350,2022-11-20,Closing Call,rep_5,97,Neutral,Technical review
ACT_CUST_0351_1,CUST_0351,2022-12-30,Contract Review,rep_13,99,Positive,Final approval
ACT_CUST_0351_2,CUST_0351,2022-12-18,Proposal Sent,rep_13,64,Positive,Final approval
ACT_CUST_0351_3,CUST_0351,2022-12-27,Contract Review,rep_13,77,Negative,Budget approval
ACT_CUST_0351_4,CUST_0351,2022-12-08,Follow-up Call,rep_13,15,Positive,Send proposal
ACT_CUST_0351_5,CUST_0351,2022-12-09,Demo,rep_13,110,Positive,Technical review
ACT_CUST_0351_6,CUST_0351,2022-12-23,Contract Review,rep_13,29,Neutral,Send proposal
ACT_CUST_0351_7,CUST_0351,2022-12-31,Follow-up Call,rep_13,37,Positive,Schedule demo
ACT_CUST_0351_8,CUST_0351,2023-01-18,Negotiation,rep_13,23,Positive,Technical review
ACT_CUST_0351_9,CUST_0351,2023-01-02,Closing Call,rep_13,43,Positive,Final approval
ACT_CUST_0352_1,CUST_0352,2023-05-25,Follow-up Call,rep_16,35,Positive,Budget approval
ACT_CUST_0352_2,CUST_0352,2023-04-30,Demo,rep_16,114,Positive,Budget approval
ACT_CUST_0352_3,CUST_0352,2023-05-25,Proposal Sent,rep_16,85,Positive,Send proposal
ACT_CUST_0352_4,CUST_0352,2023-04-28,Follow-up Call,rep_16,107,Positive,Technical review
ACT_CUST_0352_5,CUST_0352,2023-06-23,Demo,rep_16,49,Neutral,Contract terms
ACT_CUST_0352_6,CUST_0352,2023-07-04,Follow-up Call,rep_16,110,Positive,Schedule demo
ACT_CUST_0352_7,CUST_0352,2023-06-12,Demo,rep_16,45,Neutral,Technical review
ACT_CUST_0353_1,CUST_0353,2023-04-19,Negotiation,rep_18,117,Negative,Send proposal
ACT_CUST_0353_2,CUST_0353,2023-04-20,Contract Review,rep_18,82,Positive,Schedule demo
ACT_CUST_0353_3,CUST_0353,2023-03-22,Closing Call,rep_18,113,Positive,Contract terms
ACT_CUST_0353_4,CUST_0353,2023-03-24,Demo,rep_18,76,Positive,Schedule demo
ACT_CUST_0353_5,CUST_0353,2023-05-01,Follow-up Call,rep_18,107,Neutral,Technical review
ACT_CUST_0353_6,CUST_0353,2023-04-27,Follow-up Call,rep_18,90,Positive,Budget approval
ACT_CUST_0354_1,CUST_0354,2023-06-22,Follow-up Call,rep_19,27,Positive,Contract terms
ACT_CUST_0354_2,CUST_0354,2023-05-18,Proposal Sent,rep_19,56,Positive,Technical review
ACT_CUST_0354_3,CUST_0354,2023-06-02,Contract Review,rep_19,112,Positive,Technical review
ACT_CUST_0354_4,CUST_0354,2023-06-15,Proposal Sent,rep_19,70,Negative,Schedule demo
ACT_CUST_0354_5,CUST_0354,2023-07-04,Demo,rep_19,28,Positive,Send proposal
ACT_CUST_0354_6,CUST_0354,2023-05-21,Contract Review,rep_19,20,Positive,Budget approval
ACT_CUST_0354_7,CUST_0354,2023-06-19,Closing Call,rep_19,24,Positive,Contract terms
ACT_CUST_0354_8,CUST_0354,2023-06-10,Closing Call,rep_19,32,Positive,Send proposal
ACT_CUST_0354_9,CUST_0354,2023-05-20,Follow-up Call,rep_19,27,Positive,Schedule demo
ACT_CUST_0354_10,CUST_0354,2023-06-25,Contract Review,rep_19,30,Negative,Final approval
ACT_CUST_0354_11,CUST_0354,2023-06-25,Contract Review,rep_19,41,Positive,Send proposal
ACT_CUST_0354_12,CUST_0354,2023-06-27,Demo,rep_19,26,Neutral,Contract terms
ACT_CUST_0355_1,CUST_0355,2022-11-19,Closing Call,rep_2,50,Positive,Final approval
ACT_CUST_0355_2,CUST_0355,2022-10-04,Contract Review,rep_2,119,Negative,Budget approval
ACT_CUST_0355_3,CUST_0355,2022-11-05,Demo,rep_2,26,Positive,Send proposal
ACT_CUST_0355_4,CUST_0355,2022-11-28,Follow-up Call,rep_2,15,Positive,Technical review
ACT_CUST_0355_5,CUST_0355,2022-11-07,Contract Review,rep_2,86,Neutral,Schedule demo
ACT_CUST_0355_6,CUST_0355,2022-10-13,Closing Call,rep_2,88,Positive,Technical review
ACT_CUST_0356_1,CUST_0356,2022-01-13,Closing Call,rep_6,20,Neutral,Send proposal
ACT_CUST_0356_2,CUST_0356,2022-02-11,Proposal Sent,rep_6,40,Positive,Budget approval
ACT_CUST_0356_3,CUST_0356,2022-01-04,Closing Call,rep_6,72,Positive,Send proposal
ACT_CUST_0356_4,CUST_0356,2022-01-03,Demo,rep_6,107,Negative,Send proposal
ACT_CUST_0356_5,CUST_0356,2022-01-19,Closing Call,rep_6,111,Neutral,Technical review
ACT_CUST_0357_1,CUST_0357,2022-10-23,Demo,rep_5,35,Positive,Schedule demo
ACT_CUST_0357_2,CUST_0357,2022-09-03,Follow-up Call,rep_5,19,Positive,Final approval
ACT_CUST_0357_3,CUST_0357,2022-11-07,Contract Review,rep_5,28,Positive,Send proposal
ACT_CUST_0357_4,CUST_0357,2022-09-07,Demo,rep_5,34,Positive,Budget approval
ACT_CUST_0357_5,CUST_0357,2022-09-09,Closing Call,rep_5,119,Positive,Final approval
ACT_CUST_0357_6,CUST_0357,2022-10-07,Closing Call,rep_5,86,Neutral,Contract terms
ACT_CUST_0357_7,CUST_0357,2022-10-14,Negotiation,rep_5,57,Neutral,Send proposal
ACT_CUST_0357_8,CUST_0357,2022-11-06,Negotiation,rep_5,83,Neutral,Send proposal
ACT_CUST_0357_9,CUST_0357,2022-09-30,Contract Review,rep_5,37,Neutral,Budget approval
ACT_CUST_0358_1,CUST_0358,2023-07-03,Proposal Sent,rep_9,108,Neutral,Schedule demo
ACT_CUST_0358_2,CUST_0358,2023-06-13,Contract Review,rep_9,52,Positive,Contract terms
ACT_CUST_0358_3,CUST_0358,2023-06-26,Demo,rep_9,89,Positive,Final approval
ACT_CUST_0358_4,CUST_0358,2023-06-10,Demo,rep_9,44,Neutral,Contract terms
ACT_CUST_0358_5,CUST_0358,2023-07-20,Demo,rep_9,86,Positive,Final approval
ACT_CUST_0358_6,CUST_0358,2023-07-02,Closing Call,rep_9,109,Neutral,Schedule demo
ACT_CUST_0358_7,CUST_0358,2023-06-29,Proposal Sent,rep_9,83,Neutral,Send proposal
ACT_CUST_0358_8,CUST_0358,2023-06-15,Demo,rep_9,80,Neutral,Contract terms
ACT_CUST_0359_1,CUST_0359,2022-07-30,Negotiation,rep_8,25,Positive,Contract terms
ACT_CUST_0359_2,CUST_0359,2022-06-17,Follow-up Call,rep_8,48,Positive,Send proposal
ACT_CUST_0359_3,CUST_0359,2022-08-27,Proposal Sent,rep_8,20,Positive,Send proposal
ACT_CUST_0359_4,CUST_0359,2022-06-21,Proposal Sent,rep_8,104,Neutral,Contract terms
ACT_CUST_0360_1,CUST_0360,2022-08-25,Contract Review,rep_15,107,Neutral,Schedule demo
ACT_CUST_0360_2,CUST_0360,2022-09-26,Follow-up Call,rep_15,73,Positive,Technical review
ACT_CUST_0360_3,CUST_0360,2022-09-07,Demo,rep_15,19,Neutral,Schedule demo
ACT_CUST_0360_4,CUST_0360,2022-09-28,Closing Call,rep_15,103,Positive,Final approval
ACT_CUST_0360_5,CUST_0360,2022-08-23,Demo,rep_15,56,Positive,Final approval
ACT_CUST_0360_6,CUST_0360,2022-09-21,Negotiation,rep_15,25,Positive,Send proposal
ACT_CUST_0360_7,CUST_0360,2022-09-14,Demo,rep_15,71,Neutral,Contract terms
ACT_CUST_0360_8,CUST_0360,2022-09-22,Follow-up Call,rep_15,22,Neutral,Final approval
ACT_CUST_0360_9,CUST_0360,2022-09-20,Demo,rep_15,107,Positive,Technical review
ACT_CUST_0360_10,CUST_0360,2022-09-06,Contract Review,rep_15,101,Positive,Contract terms
ACT_CUST_0360_11,CUST_0360,2022-09-22,Follow-up Call,rep_15,111,Positive,Send proposal
ACT_CUST_0360_12,CUST_0360,2022-08-26,Negotiation,rep_15,119,Positive,Final approval
ACT_CUST_0361_1,CUST_0361,2023-07-24,Contract Review,rep_16,81,Negative,Schedule demo
ACT_CUST_0361_2,CUST_0361,2023-07-11,Proposal Sent,rep_16,120,Neutral,Contract terms
ACT_CUST_0361_3,CUST_0361,2023-08-26,Demo,rep_16,55,Positive,Schedule demo
ACT_CUST_0361_4,CUST_0361,2023-08-15,Contract Review,rep_16,74,Positive,Contract terms
ACT_CUST_0361_5,CUST_0361,2023-07-01,Demo,rep_16,99,Positive,Send proposal
ACT_CUST_0361_6,CUST_0361,2023-08-02,Follow-up Call,rep_16,96,Positive,Technical review
ACT_CUST_0361_7,CUST_0361,2023-08-16,Follow-up Call,rep_16,82,Positive,Budget approval
ACT_CUST_0361_8,CUST_0361,2023-08-20,Demo,rep_16,45,Positive,Technical review
ACT_CUST_0361_9,CUST_0361,2023-08-15,Proposal Sent,rep_16,56,Positive,Schedule demo
ACT_CUST_0361_10,CUST_0361,2023-08-01,Follow-up Call,rep_16,120,Positive,Contract terms
ACT_CUST_0361_11,CUST_0361,2023-08-02,Closing Call,rep_16,20,Positive,Schedule demo
ACT_CUST_0362_1,CUST_0362,2022-07-07,Proposal Sent,rep_2,45,Positive,Contract terms
ACT_CUST_0362_2,CUST_0362,2022-07-22,Contract Review,rep_2,94,Positive,Schedule demo
ACT_CUST_0362_3,CUST_0362,2022-07-28,Closing Call,rep_2,82,Positive,Schedule demo
ACT_CUST_0362_4,CUST_0362,2022-06-03,Follow-up Call,rep_2,117,Positive,Schedule demo
ACT_CUST_0362_5,CUST_0362,2022-07-06,Follow-up Call,rep_2,82,Positive,Contract terms
ACT_CUST_0362_6,CUST_0362,2022-07-19,Closing Call,rep_2,15,Positive,Final approval
ACT_CUST_0362_7,CUST_0362,2022-06-23,Closing Call,rep_2,37,Positive,Budget approval
ACT_CUST_0362_8,CUST_0362,2022-07-16,Proposal Sent,rep_2,81,Positive,Final approval
ACT_CUST_0362_9,CUST_0362,2022-06-16,Negotiation,rep_2,97,Positive,Technical review
ACT_CUST_0362_10,CUST_0362,2022-06-21,Proposal Sent,rep_2,101,Positive,Final approval
ACT_CUST_0363_1,CUST_0363,2023-04-28,Negotiation,rep_10,88,Neutral,Final approval
ACT_CUST_0363_2,CUST_0363,2023-05-11,Contract Review,rep_10,53,Positive,Send proposal
ACT_CUST_0363_3,CUST_0363,2023-05-22,Closing Call,rep_10,31,Positive,Final approval
ACT_CUST_0363_4,CUST_0363,2023-06-02,Contract Review,rep_10,42,Positive,Technical review
ACT_CUST_0363_5,CUST_0363,2023-04-19,Contract Review,rep_10,20,Neutral,Technical review
ACT_CUST_0363_6,CUST_0363,2023-05-19,Proposal Sent,rep_10,60,Negative,Technical review
ACT_CUST_0363_7,CUST_0363,2023-05-10,Demo,rep_10,38,Positive,Send proposal
ACT_CUST_0363_8,CUST_0363,2023-05-17,Follow-up Call,rep_10,84,Neutral,Technical review
ACT_CUST_0363_9,CUST_0363,2023-04-30,Closing Call,rep_10,17,Neutral,Budget approval
ACT_CUST_0363_10,CUST_0363,2023-05-18,Follow-up Call,rep_10,67,Neutral,Technical review
ACT_CUST_0363_11,CUST_0363,2023-05-31,Negotiation,rep_10,119,Positive,Schedule demo
ACT_CUST_0363_12,CUST_0363,2023-05-03,Closing Call,rep_10,28,Positive,Contract terms
ACT_CUST_0364_1,CUST_0364,2023-12-10,Follow-up Call,rep_17,57,Neutral,Send proposal
ACT_CUST_0364_2,CUST_0364,2024-01-07,Negotiation,rep_17,104,Positive,Final approval
ACT_CUST_0364_3,CUST_0364,2023-12-26,Demo,rep_17,52,Neutral,Schedule demo
ACT_CUST_0364_4,CUST_0364,2023-12-21,Proposal Sent,rep_17,41,Negative,Send proposal
ACT_CUST_0364_5,CUST_0364,2023-12-27,Proposal Sent,rep_17,82,Positive,Technical review
ACT_CUST_0364_6,CUST_0364,2024-01-30,Demo,rep_17,65,Neutral,Send proposal
